berita,tagging
a riot occurred at the brimob mako prison kelapa dua depok on friday afternoon november 10 2017 news of the riot mako was heard outside the prison walls because it was recorded in a video that went viral on social media shortly after the riot took place the detainees were reported to have been damaged by being broken into by angry detainees and some of the glass and windows were also reported to have been damaged the police denied reports that the riot was triggered by the throwing of the koran by the officers on duty at the detention center four cellphones belonging to prisoners of terrorism cases luckily the riot did not last long the guard immediately coordinated with the brimob unit to defuse tensions it is conducive the residents have calmed down said head of the national police headquarters kombes martinus sitompul via text message saturday 11 november 2017 here are the facts collected facts by criminology in the riot occurred in the block of terrorist detainees the riot that occurred at the brimob mako rutan kelapa dua depok on friday afternoon november 10 2017 at around 1600 wib occurred in the terrorist detainee block it started with an inspection carried out by the rutan guards on goods and reading books in the detention cells occupied by prisoners of terrorist cases in block c the protest because of the inspection then spread to block b ricuh triggered by mobile phone raids it was rumored that the riot was triggered by the throwing of the koran by the prison guards during the conduct of the crime however this was denied by the police the head of the national police headquarters kombes martinus sitompul said that it was not true that there was a throwing of the koran by the guard officer find four mili cell phones the convicts of terrorism cases occupying block c namely juhanda saulihun khairul anam and jumali the confiscation of cell phones was what martinus said was the trigger for the riots prisoners cells were destroyed the anger of the detainees can be seen from breaking down cell doors breaking glass and windows even a table tennis board has become the target of inmates tantrums in a video uploaded on social media that depicts the atmosphere in a detention cell during a riot broken glass can be seen scattered and the cell door was broken down there was an isis flag rioting in the terrorist detention block at the mako brimob detention center it was recorded in a video that went viral on social media in addition to showing the situation in the detention cell when the rioting occurred two black isis flags were attached to the wall viral detention cell on social media al the incident of the riot in the terrorist detention block of the mako brimob detention center was widely broadcast because it was recorded in a video that went viral on social media several accounts on social media such as aswaja garis lurus lone wolf and uky449muslimcyber uploaded the video in less than 24 hours the video has been watched by more than 10 thousand visitors and has been distributed more than 1000 times,Valid
komuniras reog ponorogo krp plans to hold a demonstration at the ministry of foreign affairs office on jalan pejambon central jakarta monday 2 11 2015 tomorrow at 09 30 our main visit to the ministry of foreign affairs is to clarify the incident of the reog ponorogo property burning at the indonesian consulate general in davao southern philippines said deputy chairperson of the greater jakarta electrocution krp s nojeng to surya sunday 1 11 2015 as previously reported the reog ponorogo property which consisted of a sudden peacock barong and gayor carved with a dragon was burned by the staff of the indonesian consulate general in davao philippines on tuesday 20 10 2015 the reason for the burning is because barong reog dadak peacock and gayor carved dragon snakes to exorcise demons and dragon carvings for idols however the news circulating in online media was clarified and confirmed on saturday 30 10 2015 by the indonesian consulate general in davao the destruction by burning had to be carried out because ponorogo reog was in a damaged condition and eaten by termites wrote the indonesian consulate general davao considering the age of reog has existed since 1988 but apart from that all krp will still clarify the extent of the truth and the actual chronology of the events that we want to solve this problem immediately and do not let the problem drag on moreover reog ponorogo has become part of the arts in indonesia which has gone global said nojeng according to jojeng this problem also disturbed friends in the reog ponorogo community even the reog art community in ponorogo east java itself as well as outside jakarta and ponorogo many have questioned about the arson incident according to the man who was born in tambakbayan ponorogo city he said that there are several things that will be done at the ministry of foreign affairs later including requesting information and clarification as well as the actual chronology of the incident placing banners in the ministry of foreign affairs area and gayor doing testimony of artist reog ponorogo who has performed in davao in 2007,Valid
it has not been a month since its official release and sales a number of iphone 6 and iphone 6 plus users have started complaining and criticizing apple for some reason most often these users complain that their iphone 6 and iphone 6 plus bend immediately after being put in their pocket reported by the daily mail there are at least a number of iphone 6 and identification number iphone 6 plus users who have experienced this and reported it to apple and its ceo tim cook via social media while uploading photos of their bent devices hey tim cook actually i really like my new iphone 6 plus the feature i like the most about this iphone 6 plus is the flexibility it bends like this one user tweeted meanwhile another user also mentioned that he carried his new iphone 6 in his pocket and immediately curved it when he took it out according to him this is because the materials used are very susceptible to such things also read this new smartphone made in north korea combines iphone and samsung galaxy i went to drive and put my iphone 6 in my pocket i got off and then sat drinking coffee in the cafe when i took out my iphone 6 how surprised i was to see how it was not like it used to be disappointing said a user named hanzoh the size of the iphone 6 plus which reaches 5 5 inches with materials made of metal is not as expected although only a few have experienced this the number of users whose iphone 6 is bent is starting to grow of course this is a disappointment for those who have to pay up to tens of millions of rupiah for these devices,Hoax
one million facebook accounts in indonesia were reportedly leaked angering the minister of communication and information menkominfo rudiantara according to rudiantara the government is ready to turn off facebook access in indonesia if needed the one million data on facebook users in indonesia was used by cambridge analytica in addition to the leak of facebook accounts it had also exacerbated the massacre of the rohingya in myanmar i made a statement that if i had to shutdown i would shutdown so the government has no doubts about it if the facts are sufficient said rudiantara at the presidential palace complex jakarta thursday april 5 2018 rudiantara added in an interview with international media facebook s role in myanmar has take been recognized by its leader mark zuckerberg facebook is used as a medium for spreading hate speech against the ethnic groups who were forced to flee to bangladesh rudiantara said that the ministry of communication and information held a meeting this afternoon with representatives of facebook in indonesia the government will ask for direct clarification regarding the truth about the data leak as well as the use of facebook for bad things,Hoax
currently the government is preparing a draft government regulation rpp on salaries benefits and facilities for civil servants if the rpp is actually ratified the salary of the president of the republic of indonesia will increase drastically reaching rp 500 million per month or rp 6 6 billion per year the amount is stated in the rpp material with a presidential salary index of 96 000 points the president s salary reaches rp 553 million the highest when compared to other high ranking officials who are paid by the state budget what is the current salary of the president of the republic of indonesia the government has never released exact figures however looking at the regulations regarding the president s salary the amount is very far from the rp 500 million figure according to article 2 of law number 7 of 1978 the president s salary is 6 times the basic salary of the highest official in indonesia chairman of the dpr ma and bpk meanwhile in pp no 75 2000 it is stated that the three officials receive a salary of idr 5 040 000 per month thus the president s basic salary is rp 30 240 000 per month presidential decree no 68 2001 also states that the amount of allowance for the office of president is rp 32 500 000 so the total money that the president receives every month is idr 62 740 000 or idr 752 880 000 per year according to the palace s statement that number has not changed since 2001 with this figure the salary of the president of the republic of indonesia is relatively small when compared to the leaders of major countries in the world singapore prime minister pm lee hsien loong s salary was the highest at usd 2 2 million or equivalent to rp 30 3 billion per year after lee there is doris leuthard president of switzerland with a salary of usd 437 000 or rp 6 billion per year australian prime minister malcolm trunbull followed with a salary of usd 403 700 or rp 5 5 billion per year president jokowi s salary is only higher than china s president xi jinping of usd 20 500 or idr 283 million per year university of indonesia ui public policy observer lina miftahul jannah stated that it is very natural for the president to have a very large income index thus the income received by the number one person in indonesia is very high that makes sense he said he explained that as head of state as well as head of government the duties responsibilities and risks of the president are enormous therefore according to him it is not natural that the salaries of officials who are paid from the state budget are greater than the president s he emphasized that it would be dangerous if there were other government officials whose salaries were higher than the president,Hoax
tirto id kanisius college held an award night to commemorate its 90th anniversary at hall d jiexpo kemayoran north jakarta saturday 11 11 the award was given to five alumni across generations one of them the famous pianist ananda sukarlan in the award the governor of dki jakarta anies baswedan was also present anies was also lined up to give a speech when anies was giving a speech ananda sukarlan suddenly stood up and immediately walked out of the room in fact ananda had originally received the award with derianto kusuma the founder of traveloka father magnis suseno a jesuit figure irwan ismaun soenggono a scout leader and dr boenjamin setiawan founder of kalbe farma ananda s action was followed by hundreds of alumni and other attendees however the incident did not last long after anies finished giving his speech and left the event ananda and a number of alumni who had walked out returned to their seats ananda then gave a speech after receiving the award in his speech the composer of rapsodia nusantara explained his attitude in leaving the room ananda criticized the committee for inviting anies to attend the event you have invited someone with values and integrity that are contrary to what we have been taught ananda said in a written statement received by tirto monday 11 13 2017 when contacted by the editor of tirto ananda did not deny the incident and his statement he explained the chronology of himself leaving the room where the event was taking place just when anies talked about the development of jakarta what kind of building is tanah abang so chaotic if it is chaotic it is not development said ananda at that time according to ananda he was sitting in the second row walk of seats when he stood up and walked to the exit at the back he admitted many people saw him when he walked out said ananda a number of alumni of kanisius college also followed him ananda admitted that he did not invite his friends to go out however later ananda realized that the figures who came out a lot were his classmates namely the class of 1986 i came back in half an hour after anies left said ananda ananda reiterated that his attitude was not a form of personal hatred according to him the move is a criticism of the committee however he did not care if anies was offended there is no personal grudge this is a critique to the committee why invite someone who gets his position is different from the values taught not hatred on anies said ananda this incident was also circulated in a video uploaded on facebook however governor anies baswedan even admitted that he did not know that there was a famous composer who walked out when he gave a speech anies revealed that he only found out about the incident after arriving at the office anies was relaxed in response to that according to eros djarot that does not reflect kanisius attitude said anies at city hall central jakarta monday afternoon the former minister of education and culture admitted that he respects differences in attitudes and views anies also said that he gave the right to anyone to express themselves in their own way anies also mentioned the obligation of a governor to protect his citizens if then there is a negative reaction that is just a bonus he said,Hoax
last week reports emerged that the iphone 6 plus could bend easily if kept in the pocket for too long a number of videos of the iphone 6 plus body endurance test immediately appeared on youtube the majority of them came to the same conclusion the iphone 6 plus bends easily since then the case has been known as the bendgate or curved scandal and has become a hot topic of debate on social media to prove the truth a talk show on bloomberg tv also invited several expert sources to reveal the truth one of the experts who was given the opportunity to explain was lewis hilsenteger owner of the unbox therapy channel on youtube who is suspected of being the first uploader of the trial video for bending the body of the iphone 6 plus speaking live via web cam with bloomberg tv hilsenteger said the fact is that i tried not only to bend one iphone 6 plus but respective several this was in order to make the published video show convincing results he further explained that from the several units he tried to bend there was one identical feature i have tried bending 3 units all curved in the same location which is just below the volume buttons said hilsenteger,Valid
in the past there has been a massive issue that has even become a trending topic on world twitter ttww with the hashtag bendgate the issue explicitly mentions that the iphone 6 product has changed its physical shape which becomes curved on the screen or becomes bent netizens and competitors from the apple company are flocking to turn parody the iphone 6 product by comparing it with their smart phone or making funny cartoons that indirectly satirize the phone made by apple which is easy to bend physically iphone 6 bent apple itself claims that the iphone 6 product has the largest shape when compared to the previous iphone series but with the support of a solid material on its physical body so that it has a small chance of experiencing bending or deformation of the device body as observed by itproportal media on friday 10 10 2014 that the crooked issue which has become a world trending topic has been responded to by the ceo and founder of foxcon who is known as a manufacturer for assembling gadget products which is the exclusive partner of the technology company apple the ceo of foxcon is of the opinion that the issue of the curved iphone 6 product on his device has indeed been designed and disseminated by rivals from apple vendors he stated that the issue of bendgate which was spread massly on social media regarding a bent iphone 6 greatly affected the image of the product in public evaluation how can a smart phone be bent this is nothing but the result of distortion from competing vendors never listen to that said terry gou but in trials that tested the durability of smartphones it was seen that the iphone 6 smartphone did not pass the endurance test with the shape of the device that turned out to be curved this becomes a little strange because the physical body of the iphone 6 by apple vendors has implanted an aluminum metal body material on the handset but what is still an unanswered question is why the iphone 6 can easily experience bending in its physical which destroys the image of the product this condition is not only experienced by the iphone 6 but also on smart phones made by the htc one m8 series which also undergoes bending in a physical endurance test of the device,Valid
a number of members of the ponorogo reyog community krp visited the ministry of foreign affairs kemlu office to ask for information and clarification regarding the burning of reyog at the indonesian consulate general in davao philippines the indonesian consulate general in davao himself said that the burned reyog had been damaged and eaten by termites 18 krp representatives gathered in front of the ministry of foreign affairs kemlu office jl pejambon central jakarta monday 2 10 2015 they brought 2 sudden peacocks a barong and a gayor with a picture of a dragon a banner that reads resolute action on burning reyog at the indonesian consulate general in davao philippines and an open letter to foreign minister retno lp marsudi their arrival was related to the burning of reog that occurred at the indonesian consulate general in davao on 20 october they also attached a picture showing the reyog burning our visit is to officially ask the ministry of foreign affairs which is the superior of the indonesian consulate general in davao philippines to convey information and clarification honestly and transparently regarding the burning of reyog ponorogo s property said krp chairman suyatno to suarajakarta co monday 2 11 suyatno was accompanied among others by the deputy chairperson of the krp suparno nojeng the secretary of the krp m syaiful jihad the treasurer of the krp agus susanto the leader of the reyog group singo wiro yudho eko prasetyo and the reyog artist who had performed in davao philippines in 2005 suyono gendon after waiting for some time 6 krp representatives were received by siti sofia sudarma director of information and media at the ministry of foreign affairs at 10 20 squad wib for 30 minutes they held a meeting and as a result the ministry of foreign affairs promised to seek information related to the incident by forming a team to the indonesian consulate general in davao in the near future the team will further clarify the incident and we will convey the results to the krp said sofia explanation of the consulate general in davao meanwhile in a press release from the indonesian consulate general in davao which was published on its website it was explained that on october 20 2015 the consulate general in davao city was forced to destroy the ponorogo reog which had been an asset of the indonesian consulate general in davao city since 1988 the destruction by burning had to be carried out because the ponorogo reog was already in a state of disrepair damaged and eaten by termites the arson was in no way an attempt by the consulate general in davao city to damage or eliminate the reog of ponorogo as a cultural asset the destruction of these assets has been carried out carefully and with full respect for the reog of ponorogo as a cultural asset the consulate general in davao city would also like to emphasize that the burning has absolutely nothing to do with efforts to exorcise idols or spirits he wrote the indonesian consulate general in davao city is currently communicating with parties in indonesia to seek a new replacement for reog ponorogo he continued,Hoax
cianjur regent irvan rivano muchtar said from several articles he read on the internet the meaning of the word pokemon itself in one language is i am jewish obviously this is an admission of you who oppress our brothers like palestine it is also against the teachings he said according to him the district government is currently only urging smartphone users not to play pokemon go which was recently officially launched in america and will only be inaugurated in indonesia in the near future now it is just an appeal but maybe later it will be banned if it does not educate and is dangerous he said according to irvan from some news circulating if pokemon go can cause accidents the reason is a it game that requires users to leave the house and walk to look for this pokemon will interfere with concentration on the road indeed there has been no research whether it is dangerous or not but it is definitely better to anticipate before all the bad things happen so do not focus too much on the game when on the road look around do not let your busy playing learning games be neglected everything must be balanced he said,Hoax
stroke is a neurological disease that most often results in disability and death besides being ranked first among a class of neurological diseases that because death stroke is also one of the three main causes of death in general doctorhealth stroke brain vessel blood from these various facts show that until now stroke is still a major problem in the field of neurology and health in general to overcome this crucial problem a stroke prevention strategy is needed that includes preventive rehabilitative and promotive aspects actually stroke cases have occurred long ago this is evidenced by the existence of first aid in stroke cases based on traditional chinese medicine with acupuncture techniques but this technique has been forgotten so the impact is getting bigger as is known people who get a stroke attack all the blood in the body will flow very fast to the blood vessels in the brain if the rescue activity is given a little too late then the blood vessels in the brain will not be strong enough to withstand the rush of blood flowing and will soon burst little by little the following first aid can be done do not be moved if you move the patient from the place of origin or the original place it will make the possibility of rupture of fine blood vessels in the brain will occur more quickly and of course this will be risky simply help the patient to take a sitting position so as not to fall again pull and prick the earlobe if the patient s mouth looks abnormal you may have to try to tug on the patient s ears until they look a little red then do 2 punctures on the lower end of the ear with a small needle that has been sterilized so that the blood drips 2 times from each earlobe in a few minutes the patient s mouth will return to normal puncture the tips of the fingers with a needle it is recommended to use a syringe but if you do not have one you can use other needles that are not too big ex sewing needles pins and of course they must be in a sterile condition by burning the point to be punctured is about 1 mm from the tip of the nail try to get at least a little blood dripping or 1 drop is enough if you cannot press the finger within about 10 minutes the patient will regain consciousness seek care medical help when the patient s condition begins to recover seek medical attention immediately take the patient to the nearest doctor or nearest hospital to get further action remember before 6 hours since the attack stroke sufferers must receive medical help so some information and tips about first aid for stroke patients i hope you can provide help to those around you and help save a human life please leave your opinion below,Hoax
the surabaya city government clarified the results of laboratory tests on pacifiers which were declared free of narcotics and other dangerous substances the municipal government claims to have never said that pacifiers contain drugs the city government said that food and beverage raids were held regularly every month to protect surabaya residents from harmful substances head of the surabaya city health office febria rachmanita said that the surabaya city government supervised food and beverages circulating in schools street vendors pkl markets and supermarkets checks and supervision are carried out regularly every month the raid on candy pacifiers sold around the school is considered a routine activity in addition to candy the city government also supervises other foods we already have an sop whether it is a complaint or not it is the municipal government s obligation to supervise food and beverages once a month we go to the field last february around 200 locations said the head of health office in a press conference at the public relations office of the surabaya city government tuesday 14 3 the dentist who is familiarly called feni explained that when taking samples not only from one location but at random in several locations in addition there are several types of food that muhammad are sampled for inspection to the bbpom therefore he was surprised by the news about the candy pacifier raid which was considered too excessive the city government never said it pacifier candy contained drugs but the task of the city government is to anticipate food circulating in elementary schools markets street vendors and supermarkets if you suspect that there is food that contains dangerous substances and drugs it is an obligation explained feni importer of somasi dot candy surabaya city government the head of the surabaya city civil service police unit satpol pp irvan widyanto said the dot candy which was raided last week had been returned to the traders the return of goods is carried out after the results of the bpom laboratory test are negative for narcotics and other dangerous substances the head of public relations of the surabaya city government muhammad fikser emphasized that the raids and supervision of food and beverages did not intend to drop certain products this is because raids and surveillance are carried out on various types of food and beverages in addition to the operation of food and beverage products the operation also targets traders and cleaners this is not the first time we do not want to drop a certain product we just obey the rules the city government has no intention of going there only protecting children and the community so that the food they consume is truly safe added fikser this clarification came after the importer of pacifier candy pt petrona inti chemindo summoned the surabaya city government to immediately apologize and rehabilitate his good name this is related to the actions of the satpol pp who raided the pacifiers suspected of containing drugs if within 14 days from now the city government does not have good ethics then we have prepared the next legal step said prihadi saputra s attorney for the candy dot importer during a press conference in surabaya monday 13 3 in addition he said his party demanded that the reputation be restored through the media he said the product imported by his client was safe because two stages of testing had been carried out by the food and drug supervisory agency bpom the first test candy has passed the four parameter level test in the second test he continued the candy has passed the 16 parameter level test for that he hopes that the public will not worry about this candy pacifier,Valid
the call to uninstall the traveloka application has recently been widely discussed on social networks this started when a pianist named ananda sukarlan walked out when the governor of dki jakarta anies baswedan delivered his speech in celebration of the 90th anniversary of kanisius college at the jakarta international expo kemayoran ananda sukarlan himself is one of the alumni of kanisius college his action to walk out was also reportedly attended by several other alumni one of the founders and cto of traveloka derianto kusuma is said to have supported ananda s walk out by shaking hands and congratulating him the action that resulted in the call to uninstall traveloka also received a response from the company traveloka stated that one of the bosses did not attend the kanisius college celebration because he was leaving the city we are proud that one of our founders mr derianto kusuma received an award from the kanisius alumni however he was unable to attend because he was on a business trip that had been planned several months in advance traveloka said in a statement received by okezone meanwhile regarding the support that traveloka cto reportedly gave to the pianist traveloka stated that the company prioritizes the values of mutual respect that are applied to all of its employees responding to the issue surrounding anies speech at the kanisius college 90th celebration event we state respective that traveloka is a technology based company founded by the sons and daughters of the indonesian nation that puts forward the values of mutual respect tolerance and innovation these values are always applied to employees and external stakeholders explained the company,Valid
the national narcotics agency bnn has appealed to residents to be aware of the circulation of candy shaped pacifiers in surabaya east java which are suspected of containing drugs or other hazardous materials the candy which is known to be imported from a certain country is known to have gone viral on social media because it was accused of containing drugs the national narcotics agency bnn as the vocal point of drug problems in indonesia said that until now the east java provincial bnn and surabaya enounce city bnn are bringing samples of the candy for scientific examination by the national narcotics laboratory of the national narcotics agency regarding the content of the candy he said head of public relations of bnn slamet pribadi via short message wednesday 8 3 2017 slamet said bnn appealed to the public to be patient in waiting for the results of the examination it is hoped that parents and children will remain vigilant against all forms and types of drugs by not consuming food drinks or drugs that do not have a distribution permit slamet said,Valid
the burning of reog ponorogo by the consulate area general of the republic of indonesia kjri in davao city philippines is considered not a trivial matter the consulate general should not burn the reog even though it has been damaged by age the chairman of the reog ponorogo association throughout indonesia begug purnomosidi said that the consul general should have thought about it before being burned what is burned this is your own culture do not burn it let alone disseminate it this is an insult he told republika co id monday 2 11 this act is said to be associated with the extermination of idols although this has been denied by the indonesian consulate general the burning still leaves its own disappointment for reog lovers that is the same as indonesians abroad insulting their own culture that is not true he said begug and his friends just landed in jakarta today tomorrow they plan to meet with the ministry of foreign affairs kemenlu to resolve this issue initially reog ponorogo art lovers in the regions wanted to flock to jakarta to convey their disappointment to the ministry of foreign affairs but the intention was prevented by begung should be resolved internally with the ministry of foreign affairs if there is a problem it can be a long story he said the reog ponorogo association throughout indonesia wants the foreign minister to take action against his subordinates we want the foreign minister to discipline indonesians abroad especially her subordinates to respect the nation republika co id jakarta the burning of reog ponorogo by the consulate general of the republic of indonesia kjri in davao city philippines is considered not a trivial matter the consulate general should not burn the reog even though it has been damaged by age the chairman of the reog ponorogo association throughout indonesia begug purnomosidi said that the consul general should have thought about it before being burned what is burned this is your own culture do not burn it let alone disseminate it this is an insult he told republika co id monday 2 11 this act is said to be associated with the extermination of idols although this has been denied by the indonesian consulate general the burning still leaves its own disappointment for reog lovers that is the same as indonesians abroad insulting their own culture that is not true he said begug and his friends just landed in jakarta today tomorrow they plan to meet with the ministry of foreign affairs kemenlu to resolve this issue initially reog ponorogo art lovers in the regions wanted to flock to jakarta to convey their disappointment to the ministry of foreign affairs but the intention was prevented by begung should be resolved internally with the ministry of foreign affairs if there is a problem it can be a long story he said the reog ponorogo association throughout indonesia wants the foreign minister to take action against his subordinates we want the foreign minister to discipline indonesians abroad especially her subordinates to respect the nation do not even hit it from the inside said begug,Hoax
california in recent days a number of complaints from iphone 6 plus users have enlivened the virtual world the new 5 5 inch smartphone from apple is reported to be easy to bend if it is stored in a trouser pocket for too long suddenly this news made apple the monthly on various social media not only users some of apple s competitors did not waste this moment to beat up the company bearing the bitten apple logo and now apple has finally spoken according to a report published on the wall street journal page apple representatives have explained that the issue of the iphone 6 plus being easy to bend is exaggerated apple claims that the company has so far only received 9 user complaints out of 10 million units of the iphone 6 and iphone 6 plus that have been sold this means the defects on the iphone 6 plus do not occur in all units but only a small part with normal use a curved iphone 6 plus would be extremely rare an apple representative said in addition jon fort editor of the news site cnbc also mentioned that apple representatives have confirmed that only a small percentage of fallible consumers are experiencing the iphone 6 plus curved issue it was also explained that the actual body frame of the iphone 6 plus is strong enough and meets apple s standards the new iphones are steel titanium infused to strengthen a number of stress locations and use the strongest type of glass in the industry an apple representative said the business insider page noted this is apple s fastest response in responding to oblique issues circulating wildly on the internet previously apple had always been ignorant to various oblique issues that befell their products jakarta apple received bad news about its newest product iphone 6 plus this apple made phablet device is complained of by some users because it has a frail body that easily bends when inserted into the front pocket of the pants this report comes from a user on forum macrumors named hanzon who said he put his iphone 6 plus in his front pants pocket for a long time which is about 4 hours hanzon admitted that he did not take out his iphone 6 plus during his 4 hours of activity and when he then took out his new smartphone hanzon was surprised to find his beloved iphone 6 plus curved seeing the increasing number of reports a user tested the flexibility of the iphone 6 plus and uploaded it on youtube as a comparison he also tested the flexibility of another smartphone namely the samsung galaxy note 3 in the video you can see how the iphone 6 plus turns out to be very easy to bend the user who posted the video also said that prior to testing his iphone 6 plus it was already looking a little warped the weak spot seems to be on the left side just below the volume buttons this curved body problem seems to only occur on the iphone 6 plus while for the iphone 6 which has a size of 4 7 inches there are no reports of this curved body problem,Hoax
warganet is still confused about the unclear information regarding the fate of facebook in indonesia there are even those who are desperate to do nude actions so that facebook is not closed understandably the article is that facebook users in indonesia have reached 140 million and this platform has become a place for sharing among many people do not worry because the minister of communication and information menkominfo rudiantara will not block close facebook permanently but only temporarily that is if the situation gets worse we will see this situation first if it gets worse then we will temporarily close block it said minister of communication and information rudiantara rudiantara is reluctant to talk about closing facebook operations permanently he is more focused on monitoring facebook to create data security and prevent the spread of hate speech the house of representatives also had asked kominfo to be more strict with facebook we and the government the ministry of communication and information will talk again regarding the follow up to facebook s mistake personally i am still open to sanctions it data point is also possible to suggest a facebook service moratorium said meutya hafid a member of the commission i dpr ri meutya estimates that the dpr ri will wait for the results of facebook s internal investigation for the next month we are waiting i think a month should be enough time we hope that the results of this investigation will not only blame who but also there must be information where this misused data is and what it is used for he said case beginning the controversy arose from the cambridge analytica scandal which accused facebook of leaking data after being investigated it turns out that leaking is not the right term the data was not leaked but rather misused by cambridge analytica allegedly for political purposes the data taken is also not the content of the message but data that is publicly listed on a person s profile unfortunately the rice has become porridge there has been confusion about this to the point that the dpr also summoned facebook to ask for an explanation as a result the discourse of blocking facebook arises that facebook data is not leaked if it leaks the term is like a pipe with water you do not know where the leak is this data is compromised said rudiantara facebook has been given sp 2 the ministry of communication and information has sent sp 2 to facebook but there is no information about sp 3 which means closing when asked about the validity period of sp 2 to the next sp rudiantara has not yet given a definitive answer yes it could be a day a month see the situation first concluded rudiantara he claimed to have received an explanation from the irish facebook office which manages facebook in indonesia in a statement by facebook ireland to rudiantara they provided information on numbers related to misuse of data that afflicted users rudiantara also continues to monitor the development of indonesian user data on facebook,Hoax
apple set a record sales of 10 million units in the first week of the launch of its iphone 6 and iphone 6 plus however some recent reports claim that the series easily bends in the user s pocket reports of slightly bent iphone 6 devices surfaced on several apple forums hinting that some items started to warp after being kept in the front pocket for a while a member of the macrumors forum posted a photo of his iphone 6 plus after a few hours of putting it in his front pocket while driving other photos have also appeared on apple s french macbidouille forum and other websites this report was initially met with joking and skepticism but according to macrumors the bending or warping of the device actually makes sense from an organic point of view first of all apple uses aluminum to house their phones which is very soft and bendable in addition the iphone 6 and iphone plus are also thinner than the previous series so if the user puts pressure on the device there is a possibility that the pressure will change the shape of their phone this problem has even been experienced by previous apple series as well as sony xperia phones macrumors advises users not to keep their iphone in their pocket some users choose to give a case to their new phone however this might make some potential buyers rethink so far there has been no explanation from apple regarding this phenomenon,Valid
the basic salary of the president which is only around rp 30 million per month is currently considered very low the government plans to propose an increase in the president s salary to become rp 553 million per month in the rpp apart from the president the vice president and other high ranking state officials will also experience salary increases the president s salary has skyrocketed because the calculation is based on an index of 1 12698 between the salaries of the lowest rank civil servants and the highest the income index for the president is simulated to reach 96000 so he will earn idr 553 4 million per month meanwhile the vice president wapres will receive an income of idr 368 9 million per month from the previous basic salary of idr 20 million income 64000 with p with this salary change the monthly income of the president of the republic of indonesia will compete with leaders in other countries in the rpp there are also new salary proposals for the ministers attorney general commander of the indonesian national armed forces chief of police chairman of the mpr chairman of the dpr chairman of the dpd and chairman of the kpk chairman of the bpk chairman of the supreme court and chairman of the constitutional court with an index calculation of 16000 their income is rp 92 2 million per month then for the deputy chairs of the mpr dpr dpd kpk bpk ma and mk they have an income index of 15333 and receive income idr 88 3 million per month meanwhile deputy ministers deputy chief of police dpr members dpd members bpk members and supreme court justices per month earn idr 80 7 million with an income index of 14 000 ministry of administrative reform and bureaucratic reform kemenpan rb acknowledged the issue of the circulation of this rpp although he stated that the proposal was not yet ripe the head of the legal communication and public information bureau of kemenpan rb herman suryatman said that the information the rpp organization is not yet valid herman said that the rpp was sourced from the discussion material that was held last year those are simulation numbers that are not valid 11 3 2018 as is known the rpp for the salaries and benefits of civil servants is a technical rule of the law on state civil apparatus asn according to herman the explanation contains a simulation of the income of civil servants and other state officials requires further study not only contains a simulation of the income of state officials but also a simulation of the income of civil servants please do not be misunderstood he asked regions such as governors regents mayors provincial dprd and dprd regencies or cities will also experience an increase where for governors will earn rp 76 8 million per month with an index of 13333 then for deputy governors regents mayors and chairman of the provincial dprd will earn income of rp 73 2 million with an income index of 12698 the deputy regent mayor deputy chairman of the provincial dprd the chairman of the regency municipal dprd have a salary of rp rp 66 3 million finally for district city dprd members the salary that will be obtained is rp 63 3 million with an income index of 10969 public policy expert at the university of padjadjaran unpad yogi suprayogi assessed that although it is only a simulation the increase in state officials is irrelevant obtained by state officials is now enough it is enough because there is an additional operating allowance al it is big it is what he likes no need to grow up it is irrelevant he explained according to him if there must be an increase the salaries of the president and central officials must be adjusted to the inflation rate we are also not a developed country billion he said yogi said that compared to the salaries of state officials improving the salaries of civil servants is considered more important at this time according to him the material for the rpp for the salaries ,Hoax
a reog ponorogo at the consulate general of the republic of indonesia in davao city philippines was destroyed by burning on october 20 2015 the indonesian consulate general in davao city emphasized that this burning was not an attempt to destroy or eliminate reog ponorogo as a cultural asset extermination is carried out with care and respect i have checked davao reog and the dragon s head are damaged and infested with termites foreign minister retno marsudi said via spokesperson arrmanatha nasir to metrotvnews com saturday 31 10 2015 so there is no intention of destroying cultural objects and has nothing to do with idols he continued currently the indonesian consulate general put down in davao city is communicating with parties in indonesia to seek a new replacement for ponorogo reog,Valid
